Original_SMILES,R1,R2,R3,R4,potency
CC1=C(C)N(C=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncn([*:1])c1C,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCCCC2)C(F)=CN=C1,C1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCOC2(CCN(CC2)C2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2F)C1,CN1CCOC2(CCN([*:1])CC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)S(=O)(=O)N2CCN3CCC2CC3)C(F)=CN=C1,O=S(=O)(C1CCN([*:1])CC1)N1CCN2CCC1CC2,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CCOC2)C(F)=CN=C1,O=C(C1CCOC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CC(=O)N1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CC(=O)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],< 20 nM 
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2CC2)C(F)=CN=C1,O=C(C1CC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3C(CCCC3=O)C2)C(F)=CN=C1,O=C1CCCC2CN([*:1])CCN12,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN(CC2)C(=O)C2COC2)C(F)=CN=C1,O=C(C1COC1)N1CCN([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3[C@@H](CCCC3=O)C2)C(F)=CN=C1,O=C1CCC[C@H]2CN([*:1])CCN12,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCN3[C@H](CCCC3=O)C2)C(F)=CN=C1,O=C1CCC[C@@H]2CN([*:1])CCN12,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCCC2)C(Cl)=CN=C1,C1CCN([*:1])C1,Cl[*:2],F[*:3],[H][*:4],Inactive
COCC1CCN(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COCC1CCN([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=CN=CN1C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1cncn1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(O)C2)C(Cl)=CN=C1,OC1CCN([*:1])C1,Cl[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CC[C@H](C2)C#N)C(Cl)=CN=C1,N#C[C@@H]1CCN([*:1])C1,Cl[*:2],F[*:3],[H][*:4],Inactive
CN1CC2CN(CC2C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CN1CC2CN([*:1])CC2C1,Cl[*:2],F[*:3],[H][*:4],Inactive
CS(=O)(=O)C1CCN(C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1Cl,CS(=O)(=O)C1CCN([*:1])C1,Cl[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(N2CCC(CC2)N2C=CN=C2)C(F)=CN=C1,c1cn(C2CCN([*:1])CC2)cn1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)C1CCCN(C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCN(C(=O)C2CCCN([*:1])C2)CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN(C)C(=O)C1CCCN(C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN(C)C(=O)C1CCCN([*:1])C1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CC[C@@H](C1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CC[C@H](O[*:1])C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCCNC2)C=CN=C1,C1CNCC(O[*:1])C1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
CN(C)CC1=NC=C(OC2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2)C=C1,CN(C)Cc1ccc(O[*:1])cn1,[H][*:2],F[*:3],[H][*:4],Inactive
COC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CO[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@H]2CN3CCC2CC3)C=CN=C1,C1CN2CCC1[C@@H](O[*:1])C2,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CN3CCC2CC3)C=CN=C1,C1CN2CCC1C(O[*:1])C2,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2=CN=CC=C2)C=CN=C1,c1cncc(O[*:1])c1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CCC(CC2)C(O)=O)C=CN=C1,O=C(O)C1CCC(O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@H]2CCCN(C2)C2COC2)C=CN=C1,C1C[C@H](O[*:1])CN(C2COC2)C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@@H]2CN3CCC2CC3)C=CN=C1,C1CN2CCC1[C@H](O[*:1])C2,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CCN(CC2)C2COC2)C=CN=C1,C1CN(C2COC2)CCC1O[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
COC(=O)[C@H]1CC[C@@H](CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COC(=O)[C@H]1CC[C@H](O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CCOC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CCO[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CCOC2)C=CN=C1,C1CC(O[*:1])CO1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@@H]2CN3C=CN=C3C2)C=CN=C1,c1cn2c(n1)C[C@H](O[*:1])C2,[H][*:2],F[*:3],[H][*:4],Inactive
CN(C)C(=O)[C@@H]1CC[C@@H](CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN(C)C(=O)[C@H]1CC[C@@H](O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
COC(=O)[C@@H]1CC[C@@H](CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COC(=O)[C@H]1CC[C@@H](O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)[C@@H]1CC[C@@H](CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)[C@H]2CC[C@@H](O[*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CCC(C#N)C1=CN2N=C(N)C(C(=O)NC3=C(OC)C=CN=C3)=C2N=C1,CO[*:1],[H][*:2],CCC(C#N)[*:3],[H][*:4],Inactive
COC1=C(NC(=O)C2=C3N=CC(=CN3N=C2N)C(C)C#N)C=NC=C1,CO[*:1],[H][*:2],CC(C#N)[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CN3CCC2CC3)C=CN=C1,C1CN2CCC1C(O[*:1])C2,[H][*:2],N#CC[*:3],[H][*:4],Inactive
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CN1CCC(O[*:1])CC1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
CN(C)CCOC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CN(C)CCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2=CC=CC=C2)C=CN=C1,c1ccc(O[*:1])cc1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
COC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
CCOC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
COCCOC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,COCCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCOCC2)C=CN=C1,C1CC(O[*:1])CCO1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(O[C@@H]2CCOC2)C=CN=C1,C1C[C@@H](O[*:1])CO1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OCC2CC2)C=CN=C1,C1CC1CO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OCCO)C=CN=C1,OCCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OCC(F)(F)F)C=CN=C1,FC(F)(F)CO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
CC(C)OC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,CC(C)O[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCC2)C=CN=C1,C1CC(O[*:1])C1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCOC2)C=CN=C1,C1CC(O[*:1])CO1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2COC2)C=CN=C1,C1OCC1O[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCCCC2)C=CN=C1,C1CCC(O[*:1])CC1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OCCCO)C=CN=C1,OCCCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCCOC2)C=CN=C1,C1COCC(O[*:1])C1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(O[C@H]2CCOC2)C=CN=C1,C1C[C@H](O[*:1])CO1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCCC2)C=CN=C1,C1CCC(O[*:1])C1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CC[S+]([O-])CC2)C=CN=C1,[O-][S+]1CCC(O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CCS(=O)(=O)CC2)C=CN=C1,O=S1(=O)CCC(O[*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1Cl,CN1CCC(O[*:1])CC1,Cl[*:2],Cl[*:3],[H][*:4],Inactive
CN(C)CCOCCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CCOCCO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
CN(C)CCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CCO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
CN1CCC[C@@H]1COC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCC[C@@H]1CO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
CN1CCC[C@H]1COC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCC[C@H]1CO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
CN1CCCC(C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCCC(O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
CN(C)CCCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN(C)CCCO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OCCCO)C=CN=C1,OCCCO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@@H]2CCOC2)C=CN=C1,C1C[C@@H](O[*:1])CO1,[H][*:2],Cl[*:3],[H][*:4],Inactive
COCCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COCCO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
CCOC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CCO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
COC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2CCOC2)C=CN=C1,C1C[C@H](O[*:1])CO1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OCC(F)(F)F)C=CN=C1,FC(F)(F)CO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OCCN2CCOCC2)C=CN=C1,C1CN(CCO[*:1])CCO1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CCOCC2)C=CN=C1,C1CC(O[*:1])CCO1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CN3CCC2CC3)C=CN=C1,C1CN2CCC1C(O[*:1])C2,[H][*:2],Cl[*:3],[H][*:4],Inactive
CN1CC[C@H](C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CC[C@@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CCC(O[*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CCCOC2)C=CN=C1,C1COCC(O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OCCO)C=CN=C1,OCCO[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
COCCN1CCC[C@@H](C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,COCCN1CCC[C@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
CN1CC[C@@H](C1)OC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,CN1CC[C@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2=CN=CC=C2)C=CN=C1,c1cncc(O[*:1])c1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CC3(CNC3)C2)C=CN=C1,C1NCC12CC(O[*:1])C2,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CNC2)C=CN=C1,C1NCC1O[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2CCCNC2)C=CN=C1,C1CNC[C@@H](O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CCCNC2)C=CN=C1,C1CNCC(O[*:1])C1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2CCNC2)C=CN=C1,C1C[C@H](O[*:1])CN1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@@H]2CCNC2)C=CN=C1,C1C[C@@H](O[*:1])CN1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(O[C@H]2C[C@]3(CCN3)C2)C=CN=C1,C1C[C@]2(C[C@H](O[*:1])C2)N1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(OC2CCNCC2)C=CN=C1,C1CC(O[*:1])CCN1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CNC2)C=CN=C1,C1NCC1O[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NCCOC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,NCCO[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(OC2CCNCC2)C=CN=C1,C1CC(O[*:1])CCN1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(O[C@H]2CCCNC2)C=CN=C1,C1CNC[C@@H](O[*:1])C1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(O[C@H]2CCNC2)C=CN=C1,C1C[C@H](O[*:1])CN1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(O[C@@H]2CCNC2)C=CN=C1,C1C[C@@H](O[*:1])CN1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
CC(C)(C)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CC(C)(C)O[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)OC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC(O[*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CNC1=CC(OC)=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=N1,CO[*:1],[H][*:2],F[*:3],CN[*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2CCN(CC2)C2COC2)C(F)=CN=C1,C1CN(C2COC2)CCC1O[*:1],F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(OC2COC2)C=CN=C1,C1OCC1O[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=C(NC(=O)C2=C3N=CC(Cl)=CN3N=C2N)C=NC=C1,C[*:1],[H][*:2],Cl[*:3],[H][*:4],Inactive
CC1=C(NC(=O)C2=C3N=CC(CC#N)=CN3N=C2N)C=NC=C1,C[*:1],[H][*:2],N#CC[*:3],[H][*:4],Inactive
CC1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,C[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=CC=C1,c1ccc([*:1])cc1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(CC#N)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=CC=C1,c1ccc([*:1])cc1,[H][*:2],N#CC[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C2CCNCC2=CN=C1,C(C[*:1])NC[*:2],C(C[*:1])NC[*:2],F[*:3],[H][*:4],Inactive
CN1CCC2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2C1,CN(CC[*:1])C[*:2],CN(CC[*:1])C[*:2],F[*:3],[H][*:4],Inactive
C[N+]1([O-])CCC2=C(NC(=O)C3=C4N=CC(F)=CN4N=C3N)C=NC=C2C1,C[N+]([O-])(CC[*:1])C[*:2],C[N+]([O-])(CC[*:1])C[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C1COC1,C1OCC1N1CCC([*:1])CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(Cl)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C1COC1,C1OCC1N1CCC([*:1])CC1,[H][*:2],Cl[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C(F)=CN=C1)C1=CCN(CC1)C1COC1,C1=C([*:1])CCN(C2COC2)C1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C2CCN(CC2)C2COC2)C(F)=CN=C1,C1OCC1N1CCC([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1F,CN1CCC([*:1])CC1,F[*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CN=CC=C1,c1cncc([*:1])c1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)C(=O)N1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCC(C(=O)N2CCC([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)N1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)N2CCC([*:1])CC2)CC1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1CCN(CC1)C(=O)C12CCN(CC1)CC2,O=C(N1CCC([*:1])CC1)C12CCN(CC1)CC2,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)C1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)c2ccc([*:1])cn2)CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=C(C=CC=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ncccc1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(c2ccc([*:1])cn2)CC1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ccc([*:1])cn1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCC(CC1)C1=C(NC(=O)C2=C3N=CC(=CN3N=C2N)C(C)(C)C#N)C=NC=C1,CN1CCC([*:1])CC1,[H][*:2],CC(C)(C#N)[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=NC=C1,c1cc([*:1])ccn1,[H][*:2],F[*:3],[H][*:4],Inactive
CN1CCN(CC1)C(=O)C1=CC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,CN1CCN(C(=O)c2ccc([*:1])cc2)CC1,[H][*:2],F[*:3],[H][*:4],< 20 nM 
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CC=NN=C1,c1cc([*:1])cnn1,[H][*:2],F[*:3],[H][*:4],Inactive
COC1=NC=C(C=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,COc1ccc([*:1])cn1,[H][*:2],F[*:3],[H][*:4],Inactive
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=CN=CN=C1,c1ncc([*:1])cn1,[H][*:2],F[*:3],[H][*:4],Inactive
CC1=C(C=CN=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1cnccc1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CC1=C(C=NC=C1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1ccncc1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
CC1=C(C=CN=N1)C1=C(NC(=O)C2=C3N=CC(F)=CN3N=C2N)C=NC=C1,Cc1nnccc1[*:1],[H][*:2],F[*:3],[H][*:4],< 20 nM 
NC1=NN2C=C(F)C=NC2=C1C(=O)NC1=C(C=CN=C1)C1=C(O)N=CC=C1,Oc1ncccc1[*:1],[H][*:2],F[*:3],[H][*:4],Inactive
